09-24 02:45:10 pair run: kiota-java-1.10.0, 14 MCIs, 13 to do, model gpt-5.6-luna
09-24 20:53:29   V1 com.cloud.user.Account::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 20:55:02   V2 com.cloud.user.Account::1: SUCCESS  model 9.21s (2 calls), audit 4.36s, total 93s, baseline reused
09-24 20:56:48   V1 com.cloud.user.Account::1: FAILED_SYNTACTIC_VALIDITY  model 70.17s (13 calls), audit 0s, total 106s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 20:59:08   V2 org.apache.cloudstack.framework.jobs.impl.VmWorkJobVO::1: SUCCESS  model 22.26s (4 calls), audit 3.16s, total 137s, baseline reused
09-24 21:01:16   V1 org.apache.cloudstack.framework.jobs.impl.VmWorkJobVO::1: SUCCESS  model 21.72s (4 calls), audit 3.45s, total 128s, baseline reused
09-24 21:03:52   V2 org.apache.cloudstack.storage.driver.OntapPrimaryDatastoreDriver::1: SUCCESS  model 8.67s (2 calls), audit 4.16s, total 134s, baseline reused
09-24 21:06:19   V1 org.apache.cloudstack.storage.driver.OntapPrimaryDatastoreDriver::1: SUCCESS  model 28.37s (7 calls), audit 6.84s, total 147s, baseline reused
09-24 21:06:24   V2 com.cloud.network.element.TungstenProviderVO::4: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:06:28   V1 com.cloud.network.element.TungstenProviderVO::4: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:06:31   V2 com.cloud.network.element.TungstenProviderVO::3: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:06:34   V1 com.cloud.network.element.TungstenProviderVO::3: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:06:37   V2 com.cloud.network.element.TungstenProviderVO::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:06:40   V1 com.cloud.network.element.TungstenProviderVO::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:06:43   V2 com.cloud.network.element.TungstenProviderVO::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:06:46   V1 com.cloud.network.element.TungstenProviderVO::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:10:16   V2 com.cloud.network.dao.LoadBalancerDao::2: SUCCESS  model 110.73s (7 calls), audit 6.08s, total 210s, baseline reused
09-24 21:11:26   V1 com.cloud.network.dao.LoadBalancerDao::2: FAILED_SYNTACTIC_VALIDITY  model 33.48s (4 calls), audit 0s, total 70s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:13:56   V2 com.cloud.network.dao.LoadBalancerDao::1: SUCCESS  model 45.22s (5 calls), audit 10.18s, total 147s, baseline reused
09-24 21:15:41   V1 com.cloud.network.dao.LoadBalancerDao::1: SUCCESS  model 19.7s (4 calls), audit 3.01s, total 105s, baseline reused
09-24 21:18:17   V2 org.apache.cloudstack.mom.webhook.api.command.user.UpdateWebhookCmd::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 154s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 21:20:42   V1 org.apache.cloudstack.mom.webhook.api.command.user.UpdateWebhookCmd::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 144s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 21:23:09   V2 com.cloud.agent.manager.AgentAttache::1: SUCCESS  model 44.13s (5 calls), audit 2.52s, total 144s, baseline reused
09-24 21:23:35   V1 com.cloud.agent.manager.AgentAttache::1: SUCCESS  model 21.89s (5 calls), audit 2.62s, total 26s, baseline reused
09-24 21:24:11   V2 com.cloud.agent.api.storage.DeleteDiskOnlyVmSnapshotCommand::1: MODEL_DECLINED  model 32.72s (2 calls), audit 0s, total 34s, baseline -  | No stage produced an applicable edit / Ã»ÓĞÈÎºÎ½×¶Î²ú³ö¿ÉÓ¦ÓÃµÄ±à¼­
09-24 21:24:30   V1 com.cloud.agent.api.storage.DeleteDiskOnlyVmSnapshotCommand::1: MODEL_DECLINED  model 17.11s (3 calls), audit 0s, total 18s, baseline -  | V1: stub does not match reusable method: getPrimaryDataStore() is required before the first use of command, but the reusable method does not configure it.
09-24 21:27:27   V2 com.cloud.kubernetes.version.KubernetesSupportedVersionVO::1: SUCCESS  model 57.14s (6 calls), audit 3.67s, total 156s, baseline reused
09-24 21:29:33   V1 com.cloud.kubernetes.version.KubernetesSupportedVersionVO::1: SUCCESS  model 30.38s (6 calls), audit 4.16s, total 126s, baseline reused
09-24 21:31:17   V2 org.apache.cloudstack.api.response.HostResponse::1: SUCCESS  model 18.39s (4 calls), audit 3.08s, total 101s, baseline reused
09-24 21:33:05   V1 org.apache.cloudstack.api.response.HostResponse::1: SUCCESS  model 23.14s (4 calls), audit 4.8s, total 108s, baseline reused
09-24 21:35:54   V2 com.cloud.agent.api.PrepareStorageClientCommand::1: SUCCESS  model 45.85s (6 calls), audit 3.85s, total 167s, baseline reused
09-24 21:38:01   V1 com.cloud.agent.api.PrepareStorageClientCommand::1: SUCCESS  model 16.97s (4 calls), audit 2.99s, total 127s, baseline reused
09-24 21:41:13   V2 com.cloud.network.PhysicalNetworkSetupInfo::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 188s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 21:44:14   V1 com.cloud.network.PhysicalNetworkSetupInfo::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 181s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 21:46:47   V2 com.cloud.network.NetworkProfile::1: SUCCESS  model 32.72s (4 calls), audit 3.47s, total 151s, baseline reused
09-24 21:47:54   V1 com.cloud.network.NetworkProfile::1: FAILED_SYNTACTIC_VALIDITY  model 25.82s (3 calls), audit 0s, total 67s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:49:19   V2 com.cloud.utils.db.GenericSearchBuilder<org.apache.cloudstack.storage.datastore.db.StoragePoolVO, java.lang.Long>::1: SUCCESS  model 29.74s (4 calls), audit 2.81s, total 83s, baseline reused
09-24 21:50:40   V1 com.cloud.utils.db.GenericSearchBuilder<org.apache.cloudstack.storage.datastore.db.StoragePoolVO, java.lang.Long>::1: SUCCESS  model 28.21s (4 calls), audit 3.08s, total 80s, baseline reused
09-24 21:50:45   V2 com.cloud.network.security.SecurityGroup::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:50:49   V1 com.cloud.network.security.SecurityGroup::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:52:34   V2 java.util.concurrent.CompletableFuture<org.apache.cloudstack.mom.webhook.WebhookDeliveryThread.WebhookDeliveryResult>::1: SUCCESS  model 6.42s (2 calls), audit 3.35s, total 106s, baseline reused
09-24 21:54:55   V1 java.util.concurrent.CompletableFuture<org.apache.cloudstack.mom.webhook.WebhookDeliveryThread.WebhookDeliveryResult>::1: SUCCESS  model 44.3s (7 calls), audit 4.23s, total 140s, baseline reused
09-24 21:55:01   V2 com.cloud.network.security.SecurityGroupVO::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:55:04   V1 com.cloud.network.security.SecurityGroupVO::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:55:07   V2 org.apache.cloudstack.network.tungsten.vrouter.Gateway::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:55:10   V1 org.apache.cloudstack.network.tungsten.vrouter.Gateway::2: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:55:33   V2 org.apache.cloudstack.network.tungsten.vrouter.Gateway::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:55:36   V1 org.apache.cloudstack.network.tungsten.vrouter.Gateway::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:56:28   V2 org.apache.cloudstack.storage.command.browser.ListDataStoreObjectsCommand::1: SUCCESS  model 47.25s (5 calls), audit 2.53s, total 51s, baseline reused
09-24 21:57:44   V1 org.apache.cloudstack.storage.command.browser.ListDataStoreObjectsCommand::1: FAILED_SYNTACTIC_VALIDITY  model 31.49s (4 calls), audit 0s, total 76s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 21:59:36   V2 org.apache.cloudstack.api.ResponseGenerator::4: FAILED_BEHAVIORAL_EQUIVALENCE  model 55.28s (5 calls), audit 0s, total 109s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 22:00:13   V1 org.apache.cloudstack.api.ResponseGenerator::4: FAILED_SYNTACTIC_VALIDITY  model 23.11s (3 calls), audit 0s, total 38s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:02:26   V2 org.apache.cloudstack.api.ResponseGenerator::3: FAILED_SYNTACTIC_VALIDITY  model 92.92s (5 calls), audit 0s, total 130s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:02:51   V1 org.apache.cloudstack.api.ResponseGenerator::3: MODEL_DECLINED  model 23.8s (2 calls), audit 0s, total 25s, baseline -  | V1: The reusable method requires responseList, but list is declared after responseGenerator is used by scaleVMCmd._responseGenerator = responseGenerator. Insert
09-24 22:03:43   V2 org.apache.cloudstack.api.ResponseGenerator::2: SUCCESS  model 44.63s (4 calls), audit 2.53s, total 49s, baseline reused
09-24 22:04:54   V1 org.apache.cloudstack.api.ResponseGenerator::2: FAILED_SYNTACTIC_VALIDITY  model 56.06s (3 calls), audit 0s, total 71s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:07:06   V2 org.apache.cloudstack.api.ResponseGenerator::1: FAILED_BEHAVIORAL_EQUIVALENCE  model 75.0s (5 calls), audit 0s, total 130s, baseline reused  | Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 22:07:44   V1 org.apache.cloudstack.api.ResponseGenerator::1: FAILED_SYNTACTIC_VALIDITY  model 22.78s (3 calls), audit 0s, total 37s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:07:50   V2 FileInfo::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:07:53   V1 FileInfo::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:07:56   V2 FloatingIpPool::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:07:59   V1 FloatingIpPool::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 3s, baseline -  | The unchanged isolated copy cannot provide verification evidence: Compilation did not pass / ±àÒëÎ´Í¨¹ı / Î´ĞŞ¸ÄµÄ¸ôÀë¸±±¾ÎŞ·¨Ìá¹©¿ÉÑéÖ¤µÄ»ùÏßÖ¤¾İ£ºCompilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:08:42   V2 com.cloud.agent.api.GetExternalConsoleAnswer::1: SUCCESS  model 39.05s (4 calls), audit 2.13s, total 43s, baseline reused
09-24 22:10:45   V1 com.cloud.agent.api.GetExternalConsoleAnswer::1: SUCCESS  model 24.33s (4 calls), audit 3.82s, total 123s, baseline reused
09-24 22:11:50   V2 org.apache.cloudstack.oauth2.api.command.UpdateOAuthProviderCmd::1: SUCCESS  model 59.46s (6 calls), audit 2.25s, total 63s, baseline reused
09-24 22:13:16   V1 org.apache.cloudstack.oauth2.api.command.UpdateOAuthProviderCmd::1: FAILED_SYNTACTIC_VALIDITY  model 34.08s (5 calls), audit 0s, total 85s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:15:42   V2 org.apache.cloudstack.backup.dao.BackupDao::2: FAILED_SYNTACTIC_VALIDITY  model 79.6s (5 calls), audit 0s, total 118s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:16:58   V1 org.apache.cloudstack.backup.dao.BackupDao::2: FAILED_SYNTACTIC_VALIDITY  model 37.87s (4 calls), audit 0s, total 76s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:24:36   V2 org.apache.cloudstack.backup.dao.BackupDao::1: SUCCESS  model 124.16s (8 calls), audit 3.8s, total 456s, baseline reused
09-24 22:26:02   V1 org.apache.cloudstack.backup.dao.BackupDao::1: FAILED_SYNTACTIC_VALIDITY  model 50.33s (5 calls), audit 0s, total 86s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 22:30:18   V2 com.cloud.storage.GuestOsCategory::1: SUCCESS  model 36.04s (5 calls), audit 3.36s, total 252s, baseline reused
09-24 22:30:45   V1 com.cloud.storage.GuestOsCategory::1: SUCCESS  model 21.61s (4 calls), audit 3.11s, total 27s, baseline reused
09-24 22:33:53   V2 org.apache.cloudstack.api.command.admin.user.DeleteUserCmd::1: SUCCESS  model 26.87s (4 calls), audit 3.45s, total 184s, baseline reused
09-24 22:35:44   V1 org.apache.cloudstack.api.command.admin.user.DeleteUserCmd::1: SUCCESS  model 20.4s (4 calls), audit 3.84s, total 111s, baseline reused
09-24 22:52:09 pair run: cloudstack, 1828 MCIs, 1495 to do, model gpt-5.6-luna, reverse
09-24 22:54:44   V2 MethodInvocation::1: SUCCESS  model 55.27s (6 calls), audit 3.25s, total 152s, baseline reused
09-24 22:57:08   V1 MethodInvocation::1: SUCCESS  model 45.42s (6 calls), audit 5.25s, total 144s, baseline reused
09-24 22:59:24   V2 org.apache.cloudstack.api.command.TriggerShutdownCmd::1: SUCCESS  model 41.14s (6 calls), audit 3.25s, total 133s, baseline reused
09-24 23:01:17   V1 org.apache.cloudstack.api.command.TriggerShutdownCmd::1: SUCCESS  model 22.92s (6 calls), audit 3.37s, total 114s, baseline reused
09-24 23:04:09   V2 com.cloud.utils.db.GenericSearchBuilder<com.cloud.storage.VMTemplateVO, java.lang.Long>::1: SUCCESS  model 113.07s (7 calls), audit 7.83s, total 169s, baseline reused
09-24 23:06:47   V1 com.cloud.utils.db.GenericSearchBuilder<com.cloud.storage.VMTemplateVO, java.lang.Long>::1: SUCCESS  model 52.99s (6 calls), audit 4.42s, total 158s, baseline reused
09-24 23:12:24   V2 org.apache.cloudstack.storage.command.BackupDeleteAnswer::1: SUCCESS  model 47.63s (5 calls), audit 4.62s, total 333s, baseline reused
09-24 23:17:47   V1 org.apache.cloudstack.storage.command.BackupDeleteAnswer::1: SUCCESS  model 45.29s (5 calls), audit 3.76s, total 323s, baseline reused
09-24 23:18:05   V2 com.cloud.utils.db.SearchCriteria<com.cloud.vm.VMInstanceDetailVO>::1: SUCCESS  model 8.48s (2 calls), audit 3.56s, total 14s, baseline reused
09-24 23:20:14   V1 com.cloud.utils.db.SearchCriteria<com.cloud.vm.VMInstanceDetailVO>::1: SUCCESS  model 21.02s (4 calls), audit 4.49s, total 129s, baseline reused
09-24 23:23:53   V2 org.apache.cloudstack.backup.dao.InternalBackupStoragePoolDao::1: FAILED_SYNTACTIC_VALIDITY  model 111.67s (5 calls), audit 0s, total 215s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 23:25:58   V1 org.apache.cloudstack.backup.dao.InternalBackupStoragePoolDao::1: FAILED_SYNTACTIC_VALIDITY  model 31.49s (4 calls), audit 0s, total 125s, baseline reused  | Compilation did not pass / ±àÒëÎ´Í¨¹ı
09-24 23:33:07   V2 com.cloud.storage.template.Processor.FormatInfo::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 422s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
09-24 23:35:32   V1 com.cloud.storage.template.Processor.FormatInfo::1: ENVIRONMENT_NOT_READY  model 0s (0 calls), audit 0s, total 145s, baseline -  | Selected target tests do not provide a valid baseline: Test execution did not pass / ²âÊÔÖ´ĞĞÎ´Í¨¹ı
